Statistik från Skolverket, https://www.skolverket.se

Grundskola - Antal elever per årskurs
Valt läsår: 2025/26

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Elever, årskurs 1-9;Andel (%) flickor, årskurs 1-9;Andel (%) elever med utländsk bakgrund, åk 1-9;Andel (%) elever med föräldrar med eftergymnasial utb., åk 1-9;Elever, årskurs 1;Elever, årskurs 2;Elever, årskurs 3;Elever, årskurs 4;Elever, årskurs 5;Elever, årskurs 6;Elever, årskurs 7;Elever, årskurs 8;Elever, årskurs 9;Socioekonomisk områdestyp;
Nyhemsskolan;37597661;Katrineholm;0483;Kommunal;Katrineholms kommun;2120000340;361;49,6;47,9;36,3;62;67;63;64;47;58;.;.;.;Områden med stora socioekonomiska utmaningar;
Sandbäcksskolan;53737995;Katrineholm;0483;Kommunal;Katrineholms kommun;2120000340;561;48,1;28,0;55,1;95;101;107;83;84;91;.;.;.;Områden med goda socioekonomiska förutsättningar;
Skogsborgsskolan;93823142;Katrineholm;0483;Kommunal;Katrineholms kommun;2120000340;486;52,1;36,8;47,7;84;86;83;80;83;70;.;.;.;Socioekonomiskt blandade områden;
Sköldinge skola;84967178;Katrineholm;0483;Kommunal;Katrineholms kommun;2120000340;71;39,4;14,1;60,6;11;14;9;16;10;11;.;.;.;Socioekonomiskt blandade områden;
Stensättersskolan;38759147;Katrineholm;0483;Kommunal;Katrineholms kommun;2120000340;359;50,1;55,7;36,5;65;64;74;53;46;57;.;.;.;Områden med socioekonomiska utmaningar;
Valla skola;46617602;Katrineholm;0483;Kommunal;Katrineholms kommun;2120000340;178;50,0;11,2;42,7;21;39;35;34;22;27;.;.;.;Socioekonomiskt blandade områden;
Kunskapsskolan Katrineholm;16603772;Katrineholm;0483;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;391;48,3;22,8;62,1;11;.;.;24;40;47;95;112;62;Socioekonomiskt blandade områden;
Bodaskolan;34568098;Kil;1715;Kommunal;Kils kommun;2120001751;68;41,2;..;61,8;7;11;13;9;15;13;.;.;.;Områden med goda socioekonomiska förutsättningar;
Dallidenskolan;71005223;Kil;1715;Kommunal;Kils kommun;2120001751;128;39,8;6,3;68,0;22;23;19;22;24;18;.;.;.;Områden med goda socioekonomiska förutsättningar;
Fageråsskolan;22252335;Kil;1715;Kommunal;Kils kommun;2120001751;116;51,7;7,8;46,6;24;22;22;15;17;16;.;.;.;Områden med goda socioekonomiska förutsättningar;
Sannerudsskolan 0-6;60285528;Kil;1715;Kommunal;Kils kommun;2120001751;153;47,1;35,9;56,2;23;25;24;33;22;26;.;.;.;Socioekonomiskt blandade områden;
Sannerudsskolan 7-9;83291761;Kil;1715;Kommunal;Kils kommun;2120001751;414;50,7;9,2;58,7;.;.;.;.;.;.;142;138;134;Socioekonomiskt blandade områden;
Tolitaskolan;99742257;Kil;1715;Kommunal;Kils kommun;2120001751;87;50,6;..;50,6;26;16;13;13;9;10;.;.;.;Områden med goda socioekonomiska förutsättningar;
Vikstaskolan;25656550;Kil;1715;Kommunal;Kils kommun;2120001751;370;45,4;3,5;65,9;66;53;62;63;66;60;.;.;.;Områden med goda socioekonomiska förutsättningar;
Bäckskolan;87726834;Kinda;0513;Kommunal;Kinda kommun;2120000399;176;47,2;25,0;42,6;56;49;71;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Horn skola;81739203;Kinda;0513;Kommunal;Kinda kommun;2120000399;58;39,7;..;32,8;14;6;10;12;5;11;.;.;.;Områden med goda socioekonomiska förutsättningar;
Rimforsa skola 4-6;11270670;Kinda;0513;Kommunal;Kinda kommun;2120000399;139;51,1;4,3;79,1;.;.;.;41;49;49;.;.;.;Områden med goda socioekonomiska förutsättningar;
Rimforsa skola F-3;10524420;Kinda;0513;Kommunal;Kinda kommun;2120000399;153;42,5;4,6;79,7;47;45;61;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Värgårdsskolan 4-6;31941469;Kinda;0513;Kommunal;Kinda kommun;2120000399;151;53,6;31,1;37,1;.;.;.;49;62;39;1;.;.;Områden med stora socioekonomiska utmaningar;
Värgårdsskolan 7-9;75296593;Kinda;0513;Kommunal;Kinda kommun;2120000399;318;48,1;12,6;57,9;.;.;.;.;.;.;107;95;116;Områden med stora socioekonomiska utmaningar;
Abisko skola;76026322;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;10;~100;..;~100;.;2;.;2;.;1;2;.;3;Områden med goda socioekonomiska förutsättningar;
Bergaskolan;89218995;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;124;51,6;20,2;48,4;37;17;70;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Högalidskolan 4-9;80693905;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;607;47,9;15,8;53,2;.;.;.;110;39;114;120;113;111;Områden med goda socioekonomiska förutsättningar;
Jukkasjärvi skola;60427298;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;110;49,1;..;45,5;25;19;22;16;14;14;.;.;.;Områden med goda socioekonomiska förutsättningar;
Karesuando skola;79467784;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;80;43,8;..;40,0;7;5;8;9;4;8;15;6;18;Socioekonomiskt blandade områden;
Luossavaaraskolan;21524917;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;204;49,0;17,6;48,0;94;31;79;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Nya Raketskolan 7-9;43351950;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;203;56,7;8,4;48,8;.;.;.;.;.;.;69;56;78;Områden med goda socioekonomiska förutsättningar;
Svappavaara skola;21462543;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;6;..;..;..;1;3;2;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Triangelskolan;14938538;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;234;50,0;11,5;53,0;.;.;.;58;114;62;.;.;.;Områden med goda socioekonomiska förutsättningar;
Tuolluvaara skola;84886020;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;125;53,6;11,2;48,8;21;83;21;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Vittangi skola;76314428;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;98;56,1;15,3;56,1;8;9;8;11;10;14;14;13;11;Socioekonomiskt blandade områden;
Övre Soppero skola;30318937;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;8;..;..;~100;1;1;.;3;1;2;.;.;.;Uppgift saknas;
Vargen;73281949;Kiruna;2584;Enskild;Skolalliansen i Sverige AB;5567497051;153;51,0;..;76,5;.;.;.;26;25;26;25;24;27;Områden med goda socioekonomiska förutsättningar;
Vita vidderna;58205262;Kiruna;2584;Enskild;Skolalliansen i Sverige AB;5567497051;77;42,9;..;63,6;26;25;26;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Antilopenskolan;22186991;Klippan;1276;Kommunal;Klippans kommun;2120000928;169;55,6;67,5;33,1;28;26;30;25;27;33;.;.;.;Områden med socioekonomiska utmaningar;
Kungsfiskareskolan;77298745;Klippan;1276;Kommunal;Klippans kommun;2120000928;326;47,9;19,0;59,2;48;65;65;48;52;48;.;.;.;Socioekonomiskt blandade områden;
Ljungbyhedsskolan;75091646;Klippan;1276;Kommunal;Klippans kommun;2120000928;358;49,4;17,6;52,0;42;28;37;37;33;31;52;41;57;Socioekonomiskt blandade områden;
Pilagårdsskolan;45890320;Klippan;1276;Kommunal;Klippans kommun;2120000928;211;43,6;16,6;53,6;44;26;30;36;44;31;.;.;.;Socioekonomiskt blandade områden;
Snyggatorpsskolan;10822811;Klippan;1276;Kommunal;Klippans kommun;2120000928;499;52,5;28,5;51,3;.;.;.;.;.;.;165;154;180;Områden med socioekonomiska utmaningar;
Vedby skola;91920964;Klippan;1276;Kommunal;Klippans kommun;2120000928;103;43,7;14,6;45,6;14;16;16;11;24;22;.;.;.;Uppgift saknas;
Krika Bygdeskola;88988946;Klippan;1276;Enskild;Krika Skola Ideell Förening;8376008812;89;44,9;12,4;62,9;22;15;14;8;13;17;.;.;.;Områden med goda socioekonomiska förutsättningar;
Adolfsbergsskolan;22335099;Knivsta;0330;Kommunal;Knivsta kommun;2120003013;490;41,8;13,5;83,9;.;.;.;.;.;64;168;116;142;Områden med goda socioekonomiska förutsättningar;
Alsike skola;49742321;Knivsta;0330;Kommunal;Knivsta kommun;2120003013;314;49,7;16,2;79,9;46;51;52;44;65;56;.;.;.;Områden med mycket goda socioekonomiska förutsättningar;
Brännkärrsskolan;59464350;Knivsta;0330;Kommunal;Knivsta kommun;2120003013;253;50,2;11,5;78,3;51;51;52;49;50;.;.;.;.;Områden med mycket goda socioekonomiska förutsättningar;
Högåsskolan;75149624;Knivsta;0330;Kommunal;Knivsta kommun;2120003013;411;47,9;25,3;79,6;72;68;69;67;70;65;.;.;.;Områden med goda socioekonomiska förutsättningar;
Lagga skola;30064502;Knivsta;0330;Kommunal;Knivsta kommun;2120003013;121;43,8;8,3;67,8;25;21;17;24;16;18;.;.;.;Uppgift saknas;
Långhundra skola;72061363;Knivsta;0330;Kommunal;Knivsta kommun;2120003013;94;47,9;7,4;52,1;16;18;18;20;12;10;.;.;.;Uppgift saknas;
Thunmanskolan;92364234;Knivsta;0330;Kommunal;Knivsta kommun;2120003013;428;50,7;16,1;74,5;.;.;.;.;.;.;147;145;136;Socioekonomiskt blandade områden;
Valloxskolan;69174303;Knivsta;0330;Kommunal;Knivsta kommun;2120003013;155;45,2;39,4;64,5;17;33;27;26;26;26;.;.;.;Socioekonomiskt blandade områden;
Ängbyskolan;24774687;Knivsta;0330;Kommunal;Knivsta kommun;2120003013;296;54,1;10,8;83,1;52;50;53;47;49;45;.;.;.;Områden med goda socioekonomiska förutsättningar;
S:ta Maria Skola, Alsike;27371086;Knivsta;0330;Enskild;Knivsta Pastorat;2520032059;70;51,4;17,1;82,9;15;21;17;17;.;.;.;.;.;Områden med mycket goda socioekonomiska förutsättningar;
Margarethaskolan;51867275;Knivsta;0330;Enskild;Margarethaskolans Grundskola AB;5594050360;191;52,9;16,8;79,6;22;29;19;23;29;21;15;18;15;Socioekonomiskt blandade områden;
Docksta Friskola;63175758;Kramfors;2282;Enskild;DOCKSTA FRISKOLA Ekonomisk förening;7696227094;46;45,7;15,2;60,9;8;10;8;8;7;5;.;.;.;Områden med goda socioekonomiska förutsättningar;
Bollstaskolan;68749277;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;126;46,8;14,3;46,0;18;21;18;22;26;21;.;.;.;Socioekonomiskt blandade områden;
Gudmundråskolan;11159060;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;336;49,1;25,9;50,6;.;.;.;.;.;.;110;117;109;Socioekonomiskt blandade områden;
Högakustenskolan 7-9;91155577;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;164;47,0;11,6;45,7;.;.;.;.;.;.;56;61;47;Socioekonomiskt blandade områden;
Högakustenskolan F-6;86936292;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;138;41,3;16,7;58,0;21;23;22;24;29;19;.;.;.;Socioekonomiskt blandade områden;
Kramforsskolan;76395322;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;215;46,5;31,6;41,9;.;.;.;66;71;78;.;.;.;Socioekonomiskt blandade områden;
Nordingråskolan;63916639;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;78;57,7;17,9;57,7;6;13;14;13;17;15;.;.;.;Områden med goda socioekonomiska förutsättningar;
Nylandsskolan;43334647;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;105;59,0;13,3;51,4;15;23;9;23;18;17;.;.;.;Socioekonomiskt blandade områden;
Skarpåkersskolan;80372390;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;225;47,1;26,2;47,6;79;74;72;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Ullångersskolan;13336657;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;82;46,3;19,5;65,9;14;8;19;15;12;14;.;.;.;Socioekonomiskt blandade områden;
Montessori Mondial Kristianstad;72491525;Kristianstad;1290;Enskild;AcadeMedia Grundskolor AB;5560354309;383;49,3;45,7;63,7;48;49;42;40;47;46;39;36;36;Områden med socioekonomiska utmaningar;
Antonskolan Blekedamm;14555807;Kristianstad;1290;Enskild;Anton Utbildning AB;5566024906;243;46,9;22,2;77,8;24;24;24;24;25;22;26;26;48;Områden med goda socioekonomiska förutsättningar;
Antonskolan Österäng;57538739;Kristianstad;1290;Enskild;Anton Utbildning AB;5566024906;231;42,0;76,2;45,5;23;20;23;26;26;23;45;23;22;Områden med stora socioekonomiska utmaningar;
Axonaskolan;81452013;Kristianstad;1290;Enskild;Axona Dendron AB;5565937868;157;52,2;7,6;72,0;16;23;22;17;22;7;14;17;19;Socioekonomiskt blandade områden;
Centralskolan;50943576;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;172;50,6;84,9;47,1;36;30;36;24;24;22;.;.;.;Socioekonomiskt blandade områden;
Degebergaskolan L;58968208;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;70;48,6;12,9;50,0;27;22;21;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Degebergaskolan MH;58419840;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;249;51,4;12,9;57,8;.;.;.;37;27;42;44;54;45;Områden med goda socioekonomiska förutsättningar;
Everöds skola;27858536;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;86;44,2;17,4;51,2;17;10;19;16;15;9;.;.;.;Områden med goda socioekonomiska förutsättningar;
Fjälkestads skola;54270070;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;64;46,9;..;79,7;.;.;.;24;24;16;.;.;.;Områden med goda socioekonomiska förutsättningar;
Fjälkinge skola H;13802549;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;255;40,4;16,9;65,9;.;.;.;.;.;.;83;84;88;Områden med goda socioekonomiska förutsättningar;
Fjälkinge skola L;12725451;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;107;65,4;6,5;72,0;34;33;40;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Fjälkinge skola M;95204498;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;88;53,4;6,8;71,6;.;.;.;25;32;31;.;.;.;Områden med goda socioekonomiska förutsättningar;
Fröknegårdskolan H1;80871896;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;214;55,1;88,8;37,4;.;.;.;.;.;.;72;71;71;Socioekonomiskt blandade områden;
Fröknegårdskolan H2;97438636;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;57;63,2;24,6;80,7;.;.;.;.;.;.;18;21;18;Socioekonomiskt blandade områden;
Fröknegårdskolan M;51988106;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;128;65,6;67,2;47,7;.;.;.;27;54;47;.;.;.;Socioekonomiskt blandade områden;
Färlövs skola;69629367;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;174;51,1;10,9;65,5;33;39;21;28;28;25;.;.;.;Områden med goda socioekonomiska förutsättningar;
Hammars skola L;52719739;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;190;48,9;29,5;69,5;69;64;57;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Helgedalskolan L;67136082;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;69;44,9;47,8;59,4;30;39;.;.;.;.;.;.;.;Områden med socioekonomiska utmaningar;
Helgedalskolan M;11041915;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;140;46,4;52,9;70,7;.;.;35;43;31;31;.;.;.;Områden med socioekonomiska utmaningar;
Kiaby skola;47456573;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;61;41,0;18,0;73,8;7;13;6;13;11;11;.;.;.;Områden med goda socioekonomiska förutsättningar;
Kulltorpskolan LM;14803487;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;295;45,1;51,9;67,5;52;49;50;48;51;45;.;.;.;Områden med goda socioekonomiska förutsättningar;
Köpinge skola;79166834;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;125;46,4;12,8;63,2;21;17;15;23;24;25;.;.;.;Områden med goda socioekonomiska förutsättningar;
Linderöds skola;82896913;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;18;33,3;..;61,1;8;5;5;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Lingenässkolan L;84359849;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;224;42,9;87,1;33,0;69;78;77;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Lingenässkolan M;93657965;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;134;52,2;85,1;28,4;.;.;.;46;45;43;.;.;.;Socioekonomiskt blandade områden;
Milnerskolan;40982738;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;337;52,8;34,4;68,0;.;.;.;53;52;70;55;54;53;Områden med goda socioekonomiska förutsättningar;
Norretullskolan;59782586;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;181;60,8;65,7;46,4;.;.;.;.;.;.;49;63;69;Områden med socioekonomiska utmaningar;
Nosabyskolan H;98284563;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;216;55,1;45,8;63,4;.;.;.;.;.;.;.;106;110;Områden med goda socioekonomiska förutsättningar;
Nosabyskolan MH;97295152;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;171;60,2;37,4;73,7;.;.;.;23;15;25;108;.;.;Områden med goda socioekonomiska förutsättningar;
Parkskolan LM;33222652;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;278;50,4;64,4;44,6;47;49;51;38;49;44;.;.;.;Områden med goda socioekonomiska förutsättningar;
Rinkaby skola;14799941;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;66;51,5;21,2;60,6;6;11;9;9;15;16;.;.;.;Områden med goda socioekonomiska förutsättningar;
Rönnowskolan H1;58793676;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;137;43,8;8,8;82,5;.;.;.;.;.;.;120;11;6;Områden med goda socioekonomiska förutsättningar;
Rönnowskolan H2;13756290;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;262;49,6;4,2;78,6;.;.;.;.;.;.;.;104;158;Områden med goda socioekonomiska förutsättningar;
Slättängsskolan H1;15401823;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;242;54,1;52,5;49,6;.;.;.;.;.;.;79;79;84;Områden med socioekonomiska utmaningar;
Slättängsskolan H2;15700323;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;91;48,4;6,6;79,1;.;.;.;.;.;.;39;31;21;Områden med socioekonomiska utmaningar;
Slättängsskolan LM;50316106;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;136;59,6;74,3;44,1;21;21;21;23;25;25;.;.;.;Områden med socioekonomiska utmaningar;
Spängerskolan LMH;48514283;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;227;48,5;6,6;59,0;26;22;24;25;28;25;27;25;25;Områden med goda socioekonomiska förutsättningar;
Sånnaskolan L;62009354;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;191;55,0;6,3;72,8;59;65;67;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Sånnaskolan M;85853304;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;209;52,2;6,7;81,3;.;.;.;67;71;71;.;.;.;Områden med goda socioekonomiska förutsättningar;
Tollarps skola H;58680588;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;135;48,1;17,8;39,3;.;.;.;.;.;.;49;47;39;Socioekonomiskt blandade områden;
Tollarps skola L;75994251;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;120;44,2;17,5;55,8;37;40;43;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Tollarps skola M;63510217;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;167;49,1;13,2;56,9;.;.;.;58;54;55;.;.;.;Socioekonomiskt blandade områden;
Viby skola;68950651;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;113;44,2;11,5;80,5;20;20;15;20;21;17;.;.;.;Områden med goda socioekonomiska förutsättningar;
Villaskolan L;89875292;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;148;50,7;8,1;83,1;41;52;55;.;.;.;.;.;.;Områden med mycket goda socioekonomiska förutsättningar;
Villaskolan M;89769643;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;100;50,0;8,0;83,0;.;.;.;29;45;26;.;.;.;Områden med mycket goda socioekonomiska förutsättningar;
Vittskövle skola;41240740;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;28;57,1;..;82,1;9;13;6;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Väskolan H;53662534;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;160;44,4;13,8;72,5;.;.;.;.;.;.;56;50;54;Områden med goda socioekonomiska förutsättningar;
Väskolan L;70339689;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;165;53,3;11,5;77,0;53;68;44;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Väskolan M;53766506;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;150;50,0;9,3;76,7;.;.;.;54;39;57;.;.;.;Områden med goda socioekonomiska förutsättningar;
Yngsjö skola;88010789;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;60;51,7;10,0;61,7;11;16;12;12;5;4;.;.;.;Områden med goda socioekonomiska förutsättningar;
Öllsjöskolan L;88024354;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;143;55,2;20,3;72,0;46;51;46;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Öllsjöskolan MH;46211392;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;330;49,1;23,0;73,0;.;.;.;55;52;57;56;53;57;Områden med goda socioekonomiska förutsättningar;
Önnestads skola H;18636287;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;146;41,8;15,1;67,1;.;.;.;.;.;.;52;45;49;Områden med goda socioekonomiska förutsättningar;
Önnestads skola LM;55252770;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;193;51,3;9,3;66,3;36;29;32;30;40;26;.;.;.;Områden med goda socioekonomiska förutsättningar;
Österslövs skola;66367722;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;76;48,7;..;85,5;30;22;24;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Rickarums skola;22284806;Kristianstad;1290;Enskild;Rickarums Skolförening;8024612114;40;47,5;..;77,5;11;8;10;7;4;.;.;.;.;Socioekonomiskt blandade områden;
Trolle Ljungby skola;29669758;Kristianstad;1290;Enskild;Trollebygdens Byaskolor Ekonomisk förening;7164367604;72;51,4;6,9;73,6;9;15;11;16;14;7;.;.;.;Områden med goda socioekonomiska förutsättningar;
Björneborgs skola F-6;77815401;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;51;45,1;13,7;27,5;8;9;4;17;6;7;.;.;.;Områden med socioekonomiska utmaningar;
Djurgårdsskolan 4-6;10883695;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;207;46,4;12,6;59,4;.;.;.;64;73;70;.;.;.;Områden med goda socioekonomiska förutsättningar;
Djurgårdsskolan 7-9;81821703;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;270;46,7;12,6;60,0;.;.;.;.;.;.;72;116;82;Områden med goda socioekonomiska förutsättningar;
Djurgårdsskolan F-3;85035260;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;176;47,7;18,2;60,2;49;65;62;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Grunnebacka skola F-6;87549929;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;28;28,6;..;67,9;4;5;7;6;6;.;.;.;.;Uppgift saknas;
Stenstalidskolan 4-6;58767058;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;212;51,9;12,7;59,9;.;.;.;64;70;78;.;.;.;Socioekonomiskt blandade områden;
Stenstalidskolan 7-9;30684096;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;254;47,6;10,6;66,9;.;.;.;.;.;.;96;73;85;Socioekonomiskt blandade områden;
Stenstalidskolan F-3;91818030;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;146;52,7;11,0;54,8;49;53;44;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Strandskolan;43348908;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;52;44,2;13,5;55,8;16;19;17;.;.;.;.;.;.;Socioekonomiskt blandade områden;
